UsageClass	CheckoutType	MaterialType	CheckoutYear	CheckoutMonth	Checkouts	Title	ISBN	Creator	Subjects	Publisher	PublicationYear
Digital	OverDrive	EBOOK	2020	6	1	That Used to Be Us: How America Fell Behind in the World It Invented and How We Can Come Back		Thomas L. Friedman	Nonfiction, Politics	Macmillan Publishers	2013
Digital	OverDrive	AUDIOBOOK	2020	6	1	The Case Against Free Speech: The First Amendment, Fascism, and the Future of Dissent (unabridged) (Unabridged)		P. E. Moskowitz	Nonfiction, Politics	Blackstone Audio, Inc.	2019
Digital	OverDrive	EBOOK	2020	6	2	Why Civil Resistance Works: The Strategic Logic of Nonviolent Conflict		Erica Chenoweth	Nonfiction, Politics	Lightning Source Inc	2017
Digital	OverDrive	EBOOK	2020	6	1	Leviathan: The Matter, Forme, & Power of a Common-Wealth Ecclesiastical and Civill		Thomas Hobbes	Nonfiction, Politics	Duke Classics	2012
Digital	OverDrive	EBOOK	2020	6	1	Retirement Heist: How Corporations Plunder and Profit from the Nest-Eggs of American Workers		Ellen E. Schultz	Nonfiction, Politics	Penguin Group (USA), Inc.	2011
Digital	OverDrive	EBOOK	2020	6	1	Gaslighting America: Why We Love It When Trump Lies to Us		Amanda Carpenter	Nonfiction, Politics	HarperCollins Publishers Inc.	2018
Digital	OverDrive	AUDIOBOOK	2020	6	2	This Town: Two Parties and a Funeral-Plus, Plenty of Valet Parking!-in America's Gilded Capital (unabridged) (Unabridged)		Mark Leibovich	Nonfiction, Politics	Recorded Books, LLC	2016
Digital	OverDrive	EBOOK	2020	6	3	The Good Immigrant: 26 Writers Reflect on America		Chimene Suleyman	Nonfiction, Politics	Hachette Digital, Inc.	2019
Digital	OverDrive	EBOOK	2020	6	1	The Mueller Report: The Final Report of the Special Counsel into Donald Trump, Russia, and Collusion		Robert S. Mueller	Nonfiction, Politics	Simon & Schuster, Inc.	2019
Digital	OverDrive	AUDIOBOOK	2020	6	1	Politics Lost: How American Democracy Was Trivialized By People Who Think You're Stupid (unabridged) (Unabridged)		Joe Klein	Nonfiction, Politics	Books on Tape	2006
Digital	OverDrive	EBOOK	2020	6	1	Standing Up to the Madness: Ordinary Heroes in Extraordinary Times		Amy Goodman	Nonfiction, Politics	Hachette Digital, Inc.	2008
Digital	OverDrive	EBOOK	2020	6	4	Road Map for Revolutionaries: Resistance, Activism, and Advocacy for All		Elisa Camahort Page	Nonfiction, Politics	Random House, Inc.	2020
Digital	OverDrive	EBOOK	2020	6	2	Green Is the New Red: An Insider's Account of a Social Movement Under Siege		Will Potter	Nonfiction, Politics	Lightning Source Inc	2012
Digital	OverDrive	EBOOK	2020	6	1	The Once and Future Worker: A Vision for the Renewal of Work in America		Oren Cass	Nonfiction, Politics	Lightning Source Inc	2018
Digital	OverDrive	EBOOK	2020	6	1	The Declaration of Independents: How Libertarian Politics Can Fix What's Wrong with America		Nick Gillespie	Nonfiction, Politics	Hachette Digital, Inc.	2012
Digital	OverDrive	EBOOK	2020	6	2	The Plot to Destroy Democracy: How Putin's Spies Won Control of America and Will Now Dismantle the West		Malcolm Nance	Nonfiction, Politics	Hachette Digital, Inc.	2018
Digital	OverDrive	EBOOK	2020	6	1	Showdown: Inside the Obama White House		David Corn	Nonfiction, Politics	HarperCollins Publishers Inc.	2012
Digital	OverDrive	EBOOK	2020	6	3	LikeWar: The Weaponization of Social Media		P. W. Singer	Nonfiction, Politics	Houghton Mifflin Harcourt Trade and Reference	2018
Digital	OverDrive	EBOOK	2020	6	2	The Big Lie: Exposing the Nazi Roots of the American Left		Dinesh D'Souza	Nonfiction, Politics	Simon & Schuster, Inc.	2017
Digital	OverDrive	AUDIOBOOK	2020	6	2	Deep State: Trump, the FBI, and the Rule of Law (unabridged) (Unabridged)		James B. Stewart	Nonfiction, Politics	Books on Tape	2019
